Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Калининград(Храброво);2007;179,63;211,19;290,22;260,18;221,09;267,42;249,93;285,15;288,18;358,85;364,49;425,67;3402
Калуга;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Каратайка;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Каргасок;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Кедровый;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Кемерово;2007;85,83;109,7;125,69;124,24;129,82;116,6;128,5;140;160,85;157,95;153,25;186,96;1619,39
Кепервеем;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Киренск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Киров;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Когалым;2007;60;288,9;204,1;247,5;207;166,9;216;304,9;399,4;378,2;685,6;492,9;3651,4
Кодинск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Колпашево;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Комсомольск-на-Амуре;2007;93,5;154,6;121,2;43,6;9,3;0;9,3;17,5;13,7;33;118,5;147,6;761,8
Кондинское;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Коряки(Корякский);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Кострома;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Коткино;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Котлас;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Краснодар(Пашковский);2007;338;464;550;654;733;750;735;703;720;643;633;646;7569
Красноселькуп;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Красноярск(Емельяново);2007;1017,95;1374,67;1690,46;1624,98;1967,01;2564,43;2358,13;2819,8;2447,77;2279,93;2465,36;2127,84;24738,33
Красноярск(Черемшанка);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Курган;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Курильск(Ясный);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Курск(Восточный);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Кызыл;2007;1,22;5,72;4,82;3,21;11,73;9,15;13,62;9,37;15,74;7,04;2,41;0;84,03
Лабожское;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ленск;2007;64,2;108,1;113,7;113,3;165,9;168,3;113,7;106,5;98,4;139,1;162,9;189,1;1543,2
Лешуконское;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Липецк;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Магадан-13);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Сокол);2007;198;220;267;274;262;406;408;400;374;276;262;299;3646
Магнитогорск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Майкоп;2007;0;0;0;0;0;0;0;0;0;0;0;0;0
Мама;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Манилы;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Марково;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Махачкала(Уйташ);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Междуреченский;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Мезень;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Мильково;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Минеральные Воды;2007;137;136;175;179;194;215;217;214;233;255;288;263;2506
Мирный;2007;933,6;1272,2;1418,3;1865,8;1922,7;1925,3;3753,5;4234,8;4249,7;3136,5;2611;2570,1;29893,5
Москва(Быково);2007;37,6;46,2;125;91,2;124,37;148,96;28,38;11,8;1,61;58,71;189,91;115,72;979,46
Москва(Внуково);2007;1235,75;1487,53;1563,96;1575,27;1762;1875,66;1587,49;1956,15;2089,8;2123,36;2066,34;2365,56;21688,87
Москва(Домодедово);2007;6424,92;8076,01;8754,34;9363,32;9980,07;9827,22;9227,72;10756,77;10844,82;11946,18;11926,05;12893,99;120021,41
Москва(Остафьево);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Москва(Шереметьево);2007;8893;11476,7;13362,5;12591,7;11932,4;11981,4;12336,5;13146;13990,9;15158,3;14990,8;15856;155716,2
Мотыгино;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Мурманск;2007;66,8;85,8;105;109,9;145,9;122,1;128,6;152,1;118,5;110,3;122,6;189,3;1456,9
Мыс Шмидта;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Мыс-Каменный;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Надым;2007;61,64;65,45;73,84;81,67;186,92;103,37;105,96;108,5;101,76;127,77;113,2;133,08;1263,16
Назрань(Магас/Слепцовская);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нальчик;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нарьян-Мар;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нелькан;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нерюнгри(Чульман);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Несь;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеангарск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижневартовск;2007;274;474,7;453,9;868,8;1190,3;1341,6;1182;1224,2;1102,6;1099,4;922,4;790,9;10924,8
Нижнекамск(Бегишево);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеудинск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижний Новгород(Стригино);2007;30,2;50,3;45,07;56,82;46,91;104,59;108,39;66,35;60,71;96,09;33,93;55,22;754,58
Нижняя Пеша;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Николаевск-на-Амуре;2007;110,5;130,67;129,39;185,02;75,45;69,39;40,48;72,49;71,6;51,5;68;131,57;1136,06
Никольское;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Новокузнецк;2007;38;69;96;78;66;65;69;97;87;97;121;110;993
Новосибирск(Северный);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Новосибирск(Толмачево);2007;804;1039,8;1158,2;1387,9;1488;1850,4;1529,19;1607,9;1575,2;1726,6;1729,9;1983,1;17880,19
Новый Уренгой;2007;146,9;209,2;261;224,4;303,5;248,2;234,7;270,7;290,9;287;257,3;318,4;3052,2
Ноглики;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Норильск;2007;1360,72;2197,96;2134,68;2094,24;2090,56;1921,76;1677,14;1563,73;1768;1829,87;2331,34;287,78;21257,78
Норильск(Валек);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ноябрьск;2007;68,3;84,1;93,3;94;105,3;111,3;87,3;109,5;97,7;103,4;95,4;105,4;1155
Нюрба;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нягань;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Озерная;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Олекминск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Оленек;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ома;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Омолон;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Омск(Центральный);2007;177;244;269;298;248;275;303;326;326;335;328;328;3457
Омсукчан;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Орел(Южный);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Оренбург(Центральный);2007;38,24;54,7;110,9;98,49;71,48;71,42;80,45;117,71;94,09;85,67;113,07;106,35;1042,57
Орск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Оссора;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Оха;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Охотск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Палана;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Пахачи;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Певек;2007;30;120;165;231;142;107;171;24;74;34;134;209;1441
Пенза;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Бахаревка);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Большое Савино);2007;89,46;130,56;154,04;156,21;181,94;141,94;183,46;218,4;223,29;191,38;299,51;256,01;2226,2
Песчанка(остров Колгуев);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Бесовец);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Пески);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Петропавловск-Камчатский(Елизово);2007;466,12;620,92;697,45;567,46;516,04;582,57;747,13;1043,96;1239,19;1022,57;1059,75;1291,57;9854,73
Печора;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Пионерный;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Пластун;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Подкаменная Тунгуска;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Полины Осипенко;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Полярный;2007;412;907,6;335,6;576,4;732,1;562,2;648,7;785;556,5;568,5;708;866,5;7659,1
Провидения(Провидения Бухта);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Псков(Кресты);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Рогачево(Амдерма-2);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ростов-на-Дону;2007;305,9;285,3;406,6;475,7;479,1;525,2;576,8;602,9;593,7;595;544;588;5978,2
Ростов-на-Дону(Платов);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Сабетта;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Саккырыр;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Салехард;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Курумоч);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Смышляевка);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Сангар;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Санкт-Петербург(Пулково);2007;1236;2065;1785;2094;1888;1933;2188;2348;2311;2441;2325;2535;25149
Саранск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Саратов(Центральный);2007;31;32,5;41,7;46,4;36,5;32,8;35,1;45,7;44,3;47,4;44,4;58;495,8
Саскылах;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Светлогорск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Енисейский;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Эвенск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Сеймчан;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Симферополь;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Снопа;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Соболево;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Советская Гавань;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Советский;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Соловки;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Сочи;2007;82;154;160;161;193;173;149;201;263;204;153;188;2081
Среднеколымск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ставрополь(Шпаковское);2007;50;52;55;56;55;61;63;69;70;79;89;81;780
Старый Оскол;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Стрежевой;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Сунтар;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Сургут;2007;296,7;335;499,4;411,3;477,6;582,9;431,2;454,4;445,3;504,7;408,6;469,4;5316,5
Сыктывкар;2007;77,2;74,18;91,32;81,36;103,68;77,89;98,81;97,02;83,47;77,97;67,89;78,14;1008,93
Таганрог(Южный);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тазовский;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Таксимо;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Талакан;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тамбов;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тара;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тарко-Сале;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Таштагол;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тигиль;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тикси;2007;14,7;5,6;75,6;3,8;46,5;16,5;19,5;13;5,3;29;9,9;44,1;283,5
Тиличики;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тобольск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Толька;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Томск(Богашево);2007;100;136;168;148;145;113;122;148;158;184;182;204;1808
Троицко-Печорск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тугур;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тура(Горный);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Туруханск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тында;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Плеханово);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Рощино);2007;258,3;537,8;400,9;362,8;376,5;374,4;354,4;435,5;388;445,5;510,8;505;4949,9
Удское;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Улан-Удэ(Мухино);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Баратаевка);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Восточный);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Урай;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ургалан;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Уренгой;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Усинск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Камчатск;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кара;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Куйга;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кут;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Мая;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Нера;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Хайрюзово;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Цильма;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Уфа;2007;144,84;310,89;292,04;234,01;317,53;352,4;358,49;316,85;621,3;281,31;429,16;482,97;4141,79
Ухта;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Хабаровск(МВЛ);2007;25,21;9,4;8,66;6,21;32,99;36,38;23,95;38,26;59,39;40,08;29,99;25,07;335,59
Хабаровск(Новый);2007;651,69;690,3;964,87;1415,01;1345,63;1424,1;1388,98;1577,67;1610,17;2111,04;1864,45;1671,66;16715,57
Хандыга;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ханты-Мансийск;2007;46,7;0,6;71,9;70,4;71,9;68,62;58,5;70,2;75,27;97,85;106,6;110,13;848,67
Харута;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Хатанга;2007;115,7;191,2;169,3;291,3;126,8;141,6;167,1;166,2;232;175,7;182;487,3;2446,2
Херпучи;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Хонуу(Мома);2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Хорей-Вер;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Чара;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Чебоксары;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Чегдомын;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Челябинск(Баландино);2007;122,84;139,73;182,91;223,38;203,07;174,3;201,67;220,31;216,5;288,86;281,83;249,76;2505,16
Череповец;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Черский;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Чижа;2007;***;***;***;***;***;***;***;***;***;***;***;***;***
Чита(Кадала);2007;55,96;80,09;85,9;154,54;162,71;107,51;80,14;138,71;133,19;188,97;228,84;184;1600,56
